# Time(sec) X(nm) Y(nm) Z(nm) Bead-ID
1.749060913662033081e+09 9.980614793540122264e+03 1.002925363007017222e+04 5.217195701772513712e+04 2.000000000000000000e+00
1.749060913718242645e+09 9.916464978725060064e+03 9.958429227030426773e+03 5.218904610819307709e+04 0.000000000000000000e+00
1.749060913718242645e+09 1.022016294554437263e+04 1.053544107978430657e+04 5.140127020235459349e+04 1.000000000000000000e+00
1.749060913718242645e+09 9.961793733055730627e+03 1.005903503716283012e+04 5.217744793372300774e+04 2.000000000000000000e+00
1.749060913774452209e+09 9.916134964907727408e+03 9.958771515611982977e+03 5.218904301329102600e+04 0.000000000000000000e+00
1.749060913774452209e+09 1.032972276302842147e+04 1.057120669078258288e+04 5.123936043680225703e+04 1.000000000000000000e+00
1.749060913774452209e+09 9.964754500331668169e+03 1.004793273334254445e+04 5.217692412487295951e+04 2.000000000000000000e+00
1.749060913830661535e+09 9.913438043017955351e+03 9.957112445847595154e+03 5.218971983303038724e+04 0.000000000000000000e+00
1.749060913830661535e+09 1.031824168669769460e+04 1.084091291606564846e+04 5.136877908144134562e+04 1.000000000000000000e+00
1.749060913830661535e+09 9.985983508366427486e+03 1.004555625715589485e+04 5.217272928665260406e+04 2.000000000000000000e+00
1.749060913886871099e+09 9.916885531154530327e+03 9.959851898108949172e+03 5.219115090306510683e+04 0.000000000000000000e+00
1.749060913886871099e+09 1.057326564857511039e+04 1.085918783142481516e+04 5.140804947659317986e+04 1.000000000000000000e+00
1.749060913886871099e+09 9.942206461140996907e+03 1.002773652687401045e+04 5.218273083583544212e+04 2.000000000000000000e+00
1.749060913943080664e+09 9.914488124562501980e+03 9.956479989946737987e+03 5.219063721215432452e+04 0.000000000000000000e+00
1.749060913943080664e+09 1.064597590743677574e+04 1.072248647323945625e+04 5.138543720739912533e+04 1.000000000000000000e+00
1.749060913943080664e+09 9.988095167854422471e+03 1.006987878034059031e+04 5.217355465599148010e+04 2.000000000000000000e+00
1.749060913999290228e+09 9.912426022531466515e+03 9.960278438153205570e+03 5.219376838549339300e+04 0.000000000000000000e+00
1.749060913999290228e+09 1.066074214339256650e+04 1.068940889130120377e+04 5.136083436099307437e+04 1.000000000000000000e+00
1.749060913999290228e+09 9.969594040824731564e+03 1.004681417566709933e+04 5.217845060308537359e+04 2.000000000000000000e+00
1.749060914055499792e+09 9.915971824899299463e+03 9.959964677487352674e+03 5.219073547177870933e+04 0.000000000000000000e+00
1.749060914055499792e+09 1.080269702825315289e+04 1.076765358653438852e+04 5.149494310501769360e+04 1.000000000000000000e+00
1.749060914055499792e+09 1.000210743501135403e+04 1.004581788745725498e+04 5.217202379454110633e+04 2.000000000000000000e+00
1.749060914111709118e+09 9.915766478600662595e+03 9.958626701384837361e+03 5.219182424180417001e+04 0.000000000000000000e+00
1.749060914111709118e+09 1.090637834755456061e+04 1.079886669824892488e+04 5.145164777417299774e+04 1.000000000000000000e+00
1.749060914111709118e+09 9.976410780594174867e+03 1.007024849644623100e+04 5.217656951261915674e+04 2.000000000000000000e+00
1.749060914167918682e+09 9.912056672021944905e+03 9.956500137105789690e+03 5.219280666475308681e+04 0.000000000000000000e+00
1.749060914167918682e+09 1.096120095258332549e+04 1.069020497332353989e+04 5.140856800683734764e+04 1.000000000000000000e+00
1.749060914167918682e+09 9.987851320247420517e+03 1.007109470182711630e+04 5.217454621382532059e+04 2.000000000000000000e+00
1.749060914224128246e+09 9.915197791179547494e+03 9.960237253997434891e+03 5.219073255081885873e+04 0.000000000000000000e+00
1.749060914224128246e+09 1.080289997222314378e+04 1.056685217021103199e+04 5.128591964119667682e+04 1.000000000000000000e+00
1.749060914224128246e+09 9.990859797955810791e+03 1.005871450060301686e+04 5.217223082890222577e+04 2.000000000000000000e+00
1.749060914280337811e+09 9.917719392375263851e+03 9.962043801604995679e+03 5.218933418671139952e+04 0.000000000000000000e+00
1.749060914280337811e+09 1.078367719548504283e+04 1.063428169067581439e+04 5.122579585769254481e+04 1.000000000000000000e+00
1.749060914280337811e+09 9.990573540388206311e+03 1.008077005156964697e+04 5.217145291247844580e+04 2.000000000000000000e+00
1.749060914336547136e+09 9.916122691710306754e+03 9.961851257963335229e+03 5.219076552747274400e+04 0.000000000000000000e+00
1.749060914336547136e+09 1.081548097963860164e+04 1.063229972190579065e+04 5.124256200026006263e+04 1.000000000000000000e+00
1.749060914336547136e+09 9.971317104893423675e+03 1.006331755850859736e+04 5.217820633653568075e+04 2.000000000000000000e+00
1.749060914392810345e+09 9.912433147290583292e+03 9.958810064516243074e+03 5.219002489348105155e+04 0.000000000000000000e+00
1.749060914392810345e+09 1.074743045646535938e+04 1.031619274823904379e+04 5.131023191774365114e+04 1.000000000000000000e+00
1.749060914392810345e+09 9.968325555253699349e+03 1.006050889790853580e+04 5.217648628177670616e+04 2.000000000000000000e+00
1.749060914449019909e+09 9.915931861724560804e+03 9.963876996931221584e+03 5.219202317317321285e+04 0.000000000000000000e+00
1.749060914449019909e+09 1.081013649707379409e+04 1.026779721564290230e+04 5.130285645053507324e+04 1.000000000000000000e+00
1.749060914449019909e+09 9.976373558118622896e+03 1.007120618462312632e+04 5.217561455937317805e+04 2.000000000000000000e+00
1.749060914505229235e+09 9.917844608314893776e+03 9.961318504214579661e+03 5.219213119313419884e+04 0.000000000000000000e+00
1.749060914505229235e+09 1.074701948680726673e+04 1.016706798930394507e+04 5.130662408624175441e+04 1.000000000000000000e+00
1.749060914505229235e+09 9.986670647056547750e+03 1.006686365235449193e+04 5.217403810256638826e+04 2.000000000000000000e+00
1.749060914561438799e+09 9.911714058861545709e+03 9.957658374077296685e+03 5.219171004105995962e+04 0.000000000000000000e+00
1.749060914561438799e+09 1.070733533594224718e+04 1.011092396877453029e+04 5.131440745272915956e+04 1.000000000000000000e+00
1.749060914561438799e+09 9.988730063560295093e+03 1.004676482528918677e+04 5.217310465425517759e+04 2.000000000000000000e+00
1.749060914617648363e+09 9.915117415073509619e+03 9.962646211929939454e+03 5.219032973770432727e+04 0.000000000000000000e+00
1.749060914617648363e+09 1.071994102902586746e+04 9.872970684126139531e+03 5.146920447447068727e+04 1.000000000000000000e+00
1.749060914617648363e+09 9.964996596240380313e+03 1.005823344067594189e+04 5.217725711860741285e+04 2.000000000000000000e+00
1.749060914673857927e+09 9.911119233027289738e+03 9.957154066051927657e+03 5.219014817912613944e+04 0.000000000000000000e+00
1.749060914673857927e+09 1.064163704372626125e+04 1.009327849434043674e+04 5.154759669810096966e+04 1.000000000000000000e+00
1.749060914673857927e+09 9.957045675152725380e+03 1.006712556291438341e+04 5.217790329903311067e+04 2.000000000000000000e+00
1.749060914730067253e+09 9.908310469665950222e+03 9.956147333824155794e+03 5.219182047776705440e+04 0.000000000000000000e+00
1.749060914730067253e+09 1.062054123966073166e+04 9.995636010033940693e+03 5.127574852125517646e+04 1.000000000000000000e+00
1.749060914730067253e+09 9.967484131394285214e+03 1.005977600103221448e+04 5.217774399491616350e+04 2.000000000000000000e+00
1.749060914786276817e+09 9.912375847789369800e+03 9.957571229160517760e+03 5.219008754449975095e+04 0.000000000000000000e+00
1.749060914786276817e+09 1.043949304269267850e+04 1.005203743376001330e+04 5.130440137214170682e+04 1.000000000000000000e+00
1.749060914786276817e+09 9.997627152589857360e+03 1.005623307041565567e+04 5.217013011677002942e+04 2.000000000000000000e+00
1.749060914842486382e+09 9.913340853915246043e+03 9.959523811191580535e+03 5.218972943710612162e+04 0.000000000000000000e+00
1.749060914842486382e+09 1.042710017282797526e+04 9.907418017913236326e+03 5.132821305568919342e+04 1.000000000000000000e+00
1.749060914842486382e+09 9.984764496232239253e+03 1.005652204431410246e+04 5.217172835740542359e+04 2.000000000000000000e+00
1.749060914898695946e+09 9.908755987587188429e+03 9.960290409053866824e+03 5.219163033195705793e+04 0.000000000000000000e+00
1.749060914898695946e+09 1.035455799023173131e+04 1.002695689596270677e+04 5.128271379766734026e+04 1.000000000000000000e+00
1.749060914898695946e+09 9.977811369788789307e+03 1.004467088096979023e+04 5.217415077427441429e+04 2.000000000000000000e+00
1.749060914954905510e+09 9.908967546822137592e+03 9.958425232216546647e+03 5.219202220013309852e+04 0.000000000000000000e+00
1.749060914954905510e+09 1.023178446099398934e+04 1.013219798977356004e+04 5.135050701500337163e+04 1.000000000000000000e+00
1.749060914954905510e+09 1.000170078162764548e+04 1.004699416714412655e+04 5.217065577415041480e+04 2.000000000000000000e+00
1.749060915011114836e+09 9.912230280626807144e+03 9.961056177403643233e+03 5.219011030939418561e+04 0.000000000000000000e+00
1.749060915011114836e+09 1.035226809471958040e+04 1.031429321248533779e+04 5.137965882941880409e+04 1.000000000000000000e+00
1.749060915011114836e+09 9.959811216763886478e+03 1.007479228104073991e+04 5.217621637480078789e+04 2.000000000000000000e+00
1.749060915067324400e+09 9.912885046981076812e+03 9.955899204831188399e+03 5.218953548403980676e+04 0.000000000000000000e+00
1.749060915067324400e+09 1.028338444286054073e+04 1.035734578522920674e+04 5.142844826474280853e+04 1.000000000000000000e+00
1.749060915067324400e+09 9.984277703135721822e+03 1.005522684851153826e+04 5.217242177378485212e+04 2.000000000000000000e+00
1.749060915123533964e+09 9.911433827894927163e+03 9.955243820207842873e+03 5.219157987888531352e+04 0.000000000000000000e+00
1.749060915123533964e+09 1.019076208779307490e+04 1.033215409549300421e+04 5.134966542561306414e+04 1.000000000000000000e+00
1.749060915123533964e+09 9.983321611192230193e+03 1.006237105610507570e+04 5.217481314342760015e+04 2.000000000000000000e+00
1.749060915179743528e+09 9.914905061102635955e+03 9.958802315635233754e+03 5.218773708314465330e+04 0.000000000000000000e+00
1.749060915179743528e+09 1.034261093445530787e+04 1.011983680140243450e+04 5.135350586730258510e+04 1.000000000000000000e+00
1.749060915179743528e+09 9.995135484387623364e+03 1.007945637714744407e+04 5.216784408111627999e+04 2.000000000000000000e+00
1.749060915235952854e+09 9.910048273239126502e+03 9.956422023480065036e+03 5.218856549367183470e+04 0.000000000000000000e+00
1.749060915235952854e+09 1.023186922408716055e+04 1.002628334212644950e+04 5.143122855405484734e+04 1.000000000000000000e+00
1.749060915235952854e+09 9.967316295219712629e+03 1.009335504575238338e+04 5.217429455809921637e+04 2.000000000000000000e+00
1.749060915292162418e+09 9.912696051086928492e+03 9.959610749198855046e+03 5.218891056690619735e+04 0.000000000000000000e+00
1.749060915292162418e+09 1.029571944002773489e+04 9.992819785019806659e+03 5.131104088491338916e+04 1.000000000000000000e+00
1.749060915292162418e+09 1.000117593984991981e+04 1.005308995974067329e+04 5.216999868664160022e+04 2.000000000000000000e+00
1.749060915348371983e+09 9.912938049467868041e+03 9.957598738934348148e+03 5.218852087316226243e+04 0.000000000000000000e+00
1.749060915348371983e+09 1.033033513882003899e+04 9.919004251671989550e+03 5.134039084670695593e+04 1.000000000000000000e+00
1.749060915348371983e+09 9.994977805359774720e+03 1.006218077516768062e+04 5.217076372069204081e+04 2.000000000000000000e+00
1.749060915404581547e+09 9.912168683931637133e+03 9.958883291524778542e+03 5.218973589429046842e+04 0.000000000000000000e+00
1.749060915404581547e+09 1.030041184093919037e+04 9.921356278779512650e+03 5.136501839704134909e+04 1.000000000000000000e+00
1.749060915404581547e+09 9.977203643743137945e+03 1.007786635823403412e+04 5.217271868931758218e+04 2.000000000000000000e+00
1.749060915460791111e+09 9.913930357936231303e+03 9.957661321864999991e+03 5.219024288968621840e+04 0.000000000000000000e+00
1.749060915460791111e+09 1.045835325978081164e+04 9.978576158732252225e+03 5.127915669464597886e+04 1.000000000000000000e+00
1.749060915460791111e+09 9.997762873960396973e+03 1.005803434716745323e+04 5.217197729398980300e+04 2.000000000000000000e+00
1.749060915517000437e+09 9.912037215669986836e+03 9.956559729602862717e+03 5.218894712837927364e+04 0.000000000000000000e+00
1.749060915517000437e+09 1.031033706389951476e+04 1.010539666282701910e+04 5.124360017831445293e+04 1.000000000000000000e+00
1.749060915517000437e+09 9.948684282265061483e+03 1.005888063038095424e+04 5.217925254476883129e+04 2.000000000000000000e+00
1.749060915573210001e+09 9.914399128324068442e+03 9.952895941349512213e+03 5.218564812073267240e+04 0.000000000000000000e+00
1.749060915573210001e+09 1.043995097381628329e+04 1.013255385156108969e+04 5.125219737267252640e+04 1.000000000000000000e+00
1.749060915573210001e+09 9.976311234147040523e+03 1.008536199043067791e+04 5.217188973783796973e+04 2.000000000000000000e+00
1.749060915629419565e+09 9.914920414370457365e+03 9.957625997910310616e+03 5.218628506689539790e+04 0.000000000000000000e+00
1.749060915629419565e+09 1.065019594706485623e+04 1.014465219612301553e+04 5.121937875483217067e+04 1.000000000000000000e+00
1.749060915629419565e+09 9.998113756019569337e+03 1.006797752990422487e+04 5.216816888309087517e+04 2.000000000000000000e+00
1.749060915685629129e+09 9.911533485376568933e+03 9.954105401134624117e+03 5.218620336762387888e+04 0.000000000000000000e+00
1.749060915685629129e+09 1.066927194441282518e+04 1.016272433374661159e+04 5.106521048038265872e+04 1.000000000000000000e+00
1.749060915685629129e+09 9.927495248482138777e+03 1.004454192173293814e+04 5.217976959242479643e+04 2.000000000000000000e+00
1.749060915741838455e+09 9.912940539751823962e+03 9.955452855375020590e+03 5.218810212223718554e+04 0.000000000000000000e+00
1.749060915741838455e+09 1.066116133231085223e+04 1.013245045308698354e+04 5.101369541160097288e+04 1.000000000000000000e+00
1.749060915741838455e+09 9.971039009221742162e+03 1.004555915392260431e+04 5.217385821986497467e+04 2.000000000000000000e+00
1.749060915798048019e+09 9.910056727437351583e+03 9.955616924081670732e+03 5.218922589080828766e+04 0.000000000000000000e+00
1.749060915798048019e+09 1.090205670443275449e+04 1.004292573848019856e+04 5.106999330806601938e+04 1.000000000000000000e+00
1.749060915798048019e+09 1.000147956413653628e+04 1.005626865685754456e+04 5.216901660974590777e+04 2.000000000000000000e+00
1.749060915854257584e+09 9.910459021798722461e+03 9.957453271128295455e+03 5.218737761044591753e+04 0.000000000000000000e+00
1.749060915854257584e+09 1.106388847968302434e+04 9.957521507313605980e+03 5.116445897540259466e+04 1.000000000000000000e+00
1.749060915854257584e+09 9.986467685915316906e+03 1.004012633194589034e+04 5.216898399292085378e+04 2.000000000000000000e+00
1.749060915910467148e+09 9.909974532410513348e+03 9.957199049933225979e+03 5.218522849170359405e+04 0.000000000000000000e+00
1.749060915910467148e+09 1.101088983943498715e+04 9.885251486800476414e+03 5.111241796814544796e+04 1.000000000000000000e+00
1.749060915910467148e+09 9.962373744391221408e+03 1.002515865551387105e+04 5.217166386860910279e+04 2.000000000000000000e+00
1.749060915966676712e+09 9.910241080839530696e+03 9.954331712508037526e+03 5.218610230746628804e+04 0.000000000000000000e+00
1.749060915966676712e+09 1.073674006575007297e+04 9.855881697766515572e+03 5.117367363132713945e+04 1.000000000000000000e+00
1.749060915966676712e+09 9.948743537683685645e+03 1.005391509854090327e+04 5.217289538762410666e+04 2.000000000000000000e+00
1.749060916022886038e+09 9.912409214788571262e+03 9.955641487522467287e+03 5.218427493387558934e+04 0.000000000000000000e+00
1.749060916022886038e+09 1.072299159439568211e+04 9.815595527382780347e+03 5.122500052219514328e+04 1.000000000000000000e+00
1.749060916022886038e+09 9.980303505103189309e+03 1.005906408967784409e+04 5.216967416732505080e+04 2.000000000000000000e+00
1.749060916079095602e+09 9.915031918719725581e+03 9.952827316980836258e+03 5.218477266308795515e+04 0.000000000000000000e+00
1.749060916079095602e+09 1.058430162696145817e+04 9.771297535906753183e+03 5.116210448325847392e+04 1.000000000000000000e+00
1.749060916079095602e+09 9.993191717101462928e+03 1.003496809164343358e+04 5.216766380780041072e+04 2.000000000000000000e+00
1.749060916135305166e+09 9.910743936780056174e+03 9.952710259800482163e+03 5.218407373957642267e+04 0.000000000000000000e+00
1.749060916135305166e+09 1.047856943354315263e+04 9.813238774942656164e+03 5.117325563746403350e+04 1.000000000000000000e+00
1.749060916135305166e+09 9.956607081117339476e+03 1.005779542542185118e+04 5.217221244519906759e+04 2.000000000000000000e+00
1.749060916191514730e+09 9.911420460021083272e+03 9.955961627032862452e+03 5.218381755248000991e+04 0.000000000000000000e+00
1.749060916191514730e+09 1.076688004248044490e+04 1.000106074829119098e+04 5.111688199475097645e+04 1.000000000000000000e+00
1.749060916191514730e+09 9.970501630931001273e+03 1.004305864229979125e+04 5.216862507392132829e+04 2.000000000000000000e+00
1.749060916247724056e+09 9.911524942164129243e+03 9.955800039456173181e+03 5.218834116244168399e+04 0.000000000000000000e+00
1.749060916247724056e+09 1.073956019085514345e+04 1.012120207288211532e+04 5.116655466067868838e+04 1.000000000000000000e+00
1.749060916247724056e+09 9.980632824480730051e+03 1.004752767947775101e+04 5.217141642593237339e+04 2.000000000000000000e+00
1.749060916303933620e+09 9.911377684566212338e+03 9.961122441725787212e+03 5.218690072722428158e+04 0.000000000000000000e+00
1.749060916303933620e+09 1.065457961139260988e+04 9.963626527224623715e+03 5.130026513428643375e+04 1.000000000000000000e+00
1.749060916303933620e+09 1.000171333802434856e+04 1.008907371671926376e+04 5.216537585628240049e+04 2.000000000000000000e+00
1.749060916360143185e+09 9.908195689562993721e+03 9.956843283813466769e+03 5.218321020295662311e+04 0.000000000000000000e+00
1.749060916360143185e+09 1.072648278885233958e+04 9.814998117214050581e+03 5.134502539991389494e+04 1.000000000000000000e+00
1.749060916360143185e+09 9.953635515257903535e+03 1.005583886469377649e+04 5.217164784416156181e+04 2.000000000000000000e+00
1.749060916416406155e+09 9.912872180601674700e+03 9.960597963792102746e+03 5.218168455527287733e+04 0.000000000000000000e+00
1.749060916416406155e+09 1.074691636487958931e+04 9.826447018196986392e+03 5.140043639824460115e+04 1.000000000000000000e+00
1.749060916416406155e+09 9.985864559674631892e+03 1.007624903120598174e+04 5.216400122331448074e+04 2.000000000000000000e+00
1.749060916472615719e+09 9.914013854503546099e+03 9.958400658003536591e+03 5.218176466194261593e+04 0.000000000000000000e+00
1.749060916472615719e+09 1.063832703158927688e+04 9.969007220751742352e+03 5.137918345947630587e+04 1.000000000000000000e+00
1.749060916472615719e+09 9.950746721670342595e+03 1.005019228111049779e+04 5.217233983104809158e+04 2.000000000000000000e+00
1.749060916528825283e+09 9.912816436291528589e+03 9.957717184584196730e+03 5.218310432954821590e+04 0.000000000000000000e+00
1.749060916528825283e+09 1.054136054021310156e+04 9.786815994261747619e+03 5.144106390717875911e+04 1.000000000000000000e+00
1.749060916528825283e+09 1.000269000318096369e+04 1.006694678512030805e+04 5.216457962276886974e+04 2.000000000000000000e+00
1.749060916585034847e+09 9.913702027755283780e+03 9.959011750791789382e+03 5.218553423343273607e+04 0.000000000000000000e+00
1.749060916585034847e+09 1.065902994273806871e+04 9.959874521721558267e+03 5.147832841169824678e+04 1.000000000000000000e+00
1.749060916585034847e+09 9.967476815684569374e+03 1.006158740427380326e+04 5.217069865123227646e+04 2.000000000000000000e+00
1.749060916641244173e+09 9.916858294346220646e+03 9.960334821401273075e+03 5.218437508407132555e+04 0.000000000000000000e+00
1.749060916641244173e+09 1.054753746033847892e+04 1.003092557433879665e+04 5.134691190079627268e+04 1.000000000000000000e+00
1.749060916641244173e+09 9.959448532099624572e+03 1.006840777633190191e+04 5.217285084948151052e+04 2.000000000000000000e+00
1.749060916697453737e+09 9.916268371569472947e+03 9.962880848794062331e+03 5.218561340527691209e+04 0.000000000000000000e+00
1.749060916697453737e+09 1.058213183285136984e+04 1.014272876295235801e+04 5.128832598750849866e+04 1.000000000000000000e+00
1.749060916697453737e+09 9.975368948416607964e+03 1.010470747099545588e+04 5.216873758891258331e+04 2.000000000000000000e+00
1.749060916753663301e+09 9.916882089414952134e+03 9.957995026449301804e+03 5.218585015088792716e+04 0.000000000000000000e+00
1.749060916753663301e+09 1.056342510188370579e+04 1.027798652325035982e+04 5.118261031387997355e+04 1.000000000000000000e+00
1.749060916753663301e+09 9.975994189201477639e+03 1.008386223307490400e+04 5.217107398944311717e+04 2.000000000000000000e+00
1.749060916809872866e+09 9.917881144050772491e+03 9.958582137452014649e+03 5.218497342423835653e+04 0.000000000000000000e+00
1.749060916809872866e+09 1.054725248395784547e+04 1.034738089740787655e+04 5.118396800362867361e+04 1.000000000000000000e+00
1.749060916809872866e+09 9.986121952157745909e+03 1.007276416169654658e+04 5.216915529213793343e+04 2.000000000000000000e+00
1.749060916866082430e+09 9.915784739401353363e+03 9.960325135771594432e+03 5.218620204851421295e+04 0.000000000000000000e+00
1.749060916866082430e+09 1.066413113281848200e+04 1.027024485361409461e+04 5.116528201031754725e+04 1.000000000000000000e+00
1.749060916866082430e+09 1.000858644461016411e+04 1.007546199278675704e+04 5.216444558402810799e+04 2.000000000000000000e+00
1.749060916922291756e+09 9.916188887157768477e+03 9.961610457534769012e+03 5.218602190854234505e+04 0.000000000000000000e+00
1.749060916922291756e+09 1.075462602177495864e+04 1.035681055809912505e+04 5.125642577892170812e+04 1.000000000000000000e+00
1.749060916922291756e+09 9.997833192836547823e+03 1.006604698022516823e+04 5.216689389010214654e+04 2.000000000000000000e+00
1.749060916978501320e+09 9.914295707710360148e+03 9.955510602958254822e+03 5.218651802621846582e+04 0.000000000000000000e+00
1.749060916978501320e+09 1.081281545245710913e+04 1.040326559809629362e+04 5.127955789619003190e+04 1.000000000000000000e+00
1.749060916978501320e+09 9.986540750475660388e+03 1.005051558698699773e+04 5.216866731367983448e+04 2.000000000000000000e+00
1.749060917034710884e+09 9.913133003816910787e+03 9.958973795281599450e+03 5.218662714515493280e+04 0.000000000000000000e+00
1.749060917034710884e+09 1.065136995687152557e+04 1.049529477599338497e+04 5.128940281053434592e+04 1.000000000000000000e+00
1.749060917034710884e+09 1.000415173637471707e+04 1.007293761310964510e+04 5.216620610785310419e+04 2.000000000000000000e+00
1.749060917090920448e+09 9.912978648516331305e+03 9.956814660074995118e+03 5.218833985539783316e+04 0.000000000000000000e+00
1.749060917090920448e+09 1.062324097128959329e+04 1.057130668008684552e+04 5.128268771210080013e+04 1.000000000000000000e+00
1.749060917090920448e+09 9.941334960358113676e+03 1.005505015905446999e+04 5.217773104832764511e+04 2.000000000000000000e+00
1.749060917147129774e+09 9.913013196991350924e+03 9.955986709686321774e+03 5.218607688769346714e+04 0.000000000000000000e+00
1.749060917147129774e+09 1.047060393019052208e+04 1.049146315997503734e+04 5.122030437378265924e+04 1.000000000000000000e+00
1.749060917147129774e+09 9.959675920347346619e+03 1.004294791566489221e+04 5.217201225577805599e+04 2.000000000000000000e+00
1.749060917203339338e+09 9.911212956259061684e+03 9.957320877384574487e+03 5.218411723692564556e+04 0.000000000000000000e+00
