# Time(sec) X(nm) Y(nm) Z(nm) Bead-ID
1.749060926084656239e+09 9.973710866051578705e+03 1.004440995582122559e+04 5.217095291334820649e+04 2.000000000000000000e+00
1.749060926140865803e+09 9.906927290937450380e+03 9.948562867504551832e+03 5.218381412912915403e+04 0.000000000000000000e+00
1.749060926140865803e+09 1.052006495431707845e+04 1.059061210573895733e+04 5.147205435084581404e+04 1.000000000000000000e+00
1.749060926140865803e+09 9.990799929408958633e+03 1.003691420864980682e+04 5.216681836245714658e+04 2.000000000000000000e+00
1.749060926197075367e+09 9.908498086268611587e+03 9.955154453479082804e+03 5.218469906779191660e+04 0.000000000000000000e+00
1.749060926197075367e+09 1.044320535871860920e+04 1.084046166157888183e+04 5.154646153102398239e+04 1.000000000000000000e+00
1.749060926197075367e+09 9.989626352114026304e+03 1.007346467997251239e+04 5.216654617768719618e+04 2.000000000000000000e+00
1.749060926253284931e+09 9.903837023420688638e+03 9.946295621277278769e+03 5.218499280092266417e+04 0.000000000000000000e+00
1.749060926253284931e+09 1.043279142270153352e+04 1.079019941461818962e+04 5.151536104585958674e+04 1.000000000000000000e+00
1.749060926253284931e+09 9.973313583490986275e+03 1.005958866559725357e+04 5.216991046590446058e+04 2.000000000000000000e+00
1.749060926309494257e+09 9.908838210684405567e+03 9.947184040035906946e+03 5.218690808223711792e+04 0.000000000000000000e+00
1.749060926309494257e+09 1.047234846559712787e+04 1.074265572417815383e+04 5.156600851283472002e+04 1.000000000000000000e+00
1.749060926309494257e+09 9.943694531217453914e+03 1.007147190676792161e+04 5.217765217826043227e+04 2.000000000000000000e+00
1.749060926365757465e+09 9.910946322333898934e+03 9.956544479950292953e+03 5.218487226311556151e+04 0.000000000000000000e+00
1.749060926365757465e+09 1.039983477999101160e+04 1.058427478060988869e+04 5.151540222323645139e+04 1.000000000000000000e+00
1.749060926365757465e+09 9.965749548600610069e+03 1.004785324140739249e+04 5.217145100408096187e+04 2.000000000000000000e+00
1.749060926421967030e+09 9.914194458662484976e+03 9.949268507238366510e+03 5.218392199474586960e+04 0.000000000000000000e+00
1.749060926421967030e+09 1.032992335195644591e+04 1.063701793537232697e+04 5.135037786450343992e+04 1.000000000000000000e+00
1.749060926421967030e+09 9.991789072391520676e+03 1.004346187400986310e+04 5.216681359116602835e+04 2.000000000000000000e+00
1.749060926478176355e+09 9.907348864885747389e+03 9.951245082649218602e+03 5.218548631019137974e+04 0.000000000000000000e+00
1.749060926478176355e+09 1.055711301545866627e+04 1.064708907369010740e+04 5.146021121594543365e+04 1.000000000000000000e+00
1.749060926478176355e+09 9.970195499499919606e+03 1.004746020361221053e+04 5.216979186574956839e+04 2.000000000000000000e+00
1.749060926534385920e+09 9.902528487993205999e+03 9.937996518530448157e+03 5.218738270503998501e+04 0.000000000000000000e+00
1.749060926534385920e+09 1.054787717960957889e+04 1.071213522697842745e+04 5.140899571039815055e+04 1.000000000000000000e+00
1.749060926534385920e+09 9.987495254506728088e+03 1.005963642006327427e+04 5.216843633940408472e+04 2.000000000000000000e+00
1.749060926590595484e+09 9.910905979329441834e+03 9.948662569936932414e+03 5.218534972342805122e+04 0.000000000000000000e+00
1.749060926590595484e+09 1.063645193719749841e+04 1.067568508262897558e+04 5.140431062576125260e+04 1.000000000000000000e+00
1.749060926590595484e+09 9.986397724849579390e+03 1.004327991098807070e+04 5.216727544299204601e+04 2.000000000000000000e+00
1.749060926646805048e+09 9.906574166591648464e+03 9.953593393078032022e+03 5.218325901947216335e+04 0.000000000000000000e+00
1.749060926646805048e+09 1.060466946847389045e+04 1.075425017241312526e+04 5.149529892057587131e+04 1.000000000000000000e+00
1.749060926646805048e+09 9.964279333060065255e+03 1.004446327776058024e+04 5.217032675641001697e+04 2.000000000000000000e+00
1.749060926703014374e+09 9.911952699044339170e+03 9.952484614306207732e+03 5.218336324155249895e+04 0.000000000000000000e+00
1.749060926703014374e+09 1.047336379588911768e+04 1.087322971229306313e+04 5.131459034953010996e+04 1.000000000000000000e+00
1.749060926703014374e+09 9.964838738502527121e+03 1.003278367622685255e+04 5.216909934745229111e+04 2.000000000000000000e+00
1.749060926759223938e+09 9.915733107155920152e+03 9.954606093845985015e+03 5.218188955416554381e+04 0.000000000000000000e+00
1.749060926759223938e+09 1.044667976672258737e+04 1.065306968543048242e+04 5.128628238616204908e+04 1.000000000000000000e+00
1.749060926759223938e+09 9.989936578367369293e+03 1.005628881908385847e+04 5.216440908740488521e+04 2.000000000000000000e+00
1.749060926815433502e+09 9.912858095133438837e+03 9.957388822557843014e+03 5.218338595427571272e+04 0.000000000000000000e+00
1.749060926815433502e+09 1.072336268516188829e+04 1.048584255691245744e+04 5.129742215910113009e+04 1.000000000000000000e+00
1.749060926815433502e+09 1.000103965123693706e+04 1.005367248974578797e+04 5.216332017272251687e+04 2.000000000000000000e+00
1.749060926871643066e+09 9.910419074557477870e+03 9.946979867510744953e+03 5.218136557451250701e+04 0.000000000000000000e+00
1.749060926871643066e+09 1.064909573792605261e+04 1.044447291931977452e+04 5.148669994254169433e+04 1.000000000000000000e+00
1.749060926871643066e+09 9.966802582593534680e+03 1.005046934612291807e+04 5.216820852253095654e+04 2.000000000000000000e+00
1.749060926927852392e+09 9.913643527780195654e+03 9.950756062185440896e+03 5.218025514606270008e+04 0.000000000000000000e+00
1.749060926927852392e+09 1.069743202214800476e+04 1.041931500661999962e+04 5.146046260849044484e+04 1.000000000000000000e+00
1.749060926927852392e+09 9.963662183412805462e+03 1.005200186206334183e+04 5.216724407830562268e+04 2.000000000000000000e+00
1.749060926984061956e+09 9.912722201241003859e+03 9.948660081917007119e+03 5.218317400406685920e+04 0.000000000000000000e+00
1.749060926984061956e+09 1.076392861819287282e+04 1.023842029755084695e+04 5.137082954104184319e+04 1.000000000000000000e+00
1.749060926984061956e+09 9.954297690170094938e+03 1.004522704117226385e+04 5.217197268475423334e+04 2.000000000000000000e+00
1.749060927040271521e+09 9.912892719636551192e+03 9.951854598010482732e+03 5.218433899472311896e+04 0.000000000000000000e+00
1.749060927040271521e+09 1.071232515066776068e+04 1.032836711356441992e+04 5.123226778355458373e+04 1.000000000000000000e+00
1.749060927040271521e+09 9.995585919651048243e+03 1.004312620064288603e+04 5.216637349217310839e+04 2.000000000000000000e+00
1.749060927096481085e+09 9.912162642081548256e+03 9.952309386999564595e+03 5.218355772947512014e+04 0.000000000000000000e+00
1.749060927096481085e+09 1.088936493664195586e+04 1.047965530760478941e+04 5.125588298557797680e+04 1.000000000000000000e+00
1.749060927096481085e+09 9.976437301713660418e+03 1.003650197040874264e+04 5.216811341622159671e+04 2.000000000000000000e+00
1.749060927152690649e+09 9.915162580211594104e+03 9.956832094836083343e+03 5.218532070029203896e+04 0.000000000000000000e+00
1.749060927152690649e+09 1.074834558191749238e+04 1.053682079420647642e+04 5.130178381566555618e+04 1.000000000000000000e+00
1.749060927152690649e+09 9.986975311043646798e+03 1.008392466260951187e+04 5.216706768394895334e+04 2.000000000000000000e+00
1.749060927208899975e+09 9.910459792068899333e+03 9.948301242468469354e+03 5.218609663206367986e+04 0.000000000000000000e+00
1.749060927208899975e+09 1.079022146725853599e+04 1.020991803955788782e+04 5.134250633620315057e+04 1.000000000000000000e+00
1.749060927208899975e+09 9.985767862737524410e+03 1.006444619135761604e+04 5.216870046939861641e+04 2.000000000000000000e+00
1.749060927265109539e+09 9.910683835678508331e+03 9.955079893832617017e+03 5.218341926738408074e+04 0.000000000000000000e+00
1.749060927265109539e+09 1.088340844155723789e+04 1.036665877684334009e+04 5.141381916179730615e+04 1.000000000000000000e+00
1.749060927265109539e+09 9.981262779013444742e+03 1.007311763892844283e+04 5.216722802137368853e+04 2.000000000000000000e+00
1.749060927321319103e+09 9.914889748745830730e+03 9.957702627090708120e+03 5.218328532476317923e+04 0.000000000000000000e+00
1.749060927321319103e+09 1.113186624884895718e+04 1.051654951236652778e+04 5.149341937985052937e+04 1.000000000000000000e+00
1.749060927321319103e+09 9.990563045513870748e+03 1.006186779863413358e+04 5.216709790953101037e+04 2.000000000000000000e+00
1.749060927377528667e+09 9.916686997225762752e+03 9.957649826507838952e+03 5.218321051336416713e+04 0.000000000000000000e+00
1.749060927377528667e+09 1.123174824220223854e+04 1.048237474852114428e+04 5.144979965261627513e+04 1.000000000000000000e+00
1.749060927377528667e+09 1.000305561529481747e+04 1.006932036041628453e+04 5.216542022165415256e+04 2.000000000000000000e+00
1.749060927433737993e+09 9.919097560416434135e+03 9.958037668086859412e+03 5.218451057170922286e+04 0.000000000000000000e+00
1.749060927433737993e+09 1.122111932601555600e+04 1.036956403483482427e+04 5.152634255194453726e+04 1.000000000000000000e+00
1.749060927433737993e+09 9.990339914377958848e+03 1.001847856109190252e+04 5.216809497432474745e+04 2.000000000000000000e+00
1.749060927489947557e+09 9.912629006961442428e+03 9.949134067467322893e+03 5.218374890252833575e+04 0.000000000000000000e+00
1.749060927489947557e+09 1.108934203314525439e+04 1.055173000319688617e+04 5.142287012806844723e+04 1.000000000000000000e+00
1.749060927489947557e+09 9.991276277242410288e+03 1.003193530080053824e+04 5.216680795847226545e+04 2.000000000000000000e+00
1.749060927546157122e+09 9.915782165316448300e+03 9.952064317723737986e+03 5.218177547829929244e+04 0.000000000000000000e+00
1.749060927546157122e+09 1.098201295862675215e+04 1.033976628508372050e+04 5.159942858894444362e+04 1.000000000000000000e+00
1.749060927546157122e+09 1.000572815296169210e+04 1.005474844983715775e+04 5.216245691473715851e+04 2.000000000000000000e+00
1.749060927602366686e+09 9.915700844235589102e+03 9.956153599389679584e+03 5.218336766022533266e+04 0.000000000000000000e+00
1.749060927602366686e+09 1.090319846781104752e+04 1.031517543730111720e+04 5.129987431933783955e+04 1.000000000000000000e+00
1.749060927602366686e+09 1.000453532334231932e+04 1.004668949749349849e+04 5.216356164421977155e+04 2.000000000000000000e+00
1.749060927658576250e+09 9.916339494668331099e+03 9.957514632889329732e+03 5.218432865709724138e+04 0.000000000000000000e+00
1.749060927658576250e+09 1.090990404970834788e+04 1.046712922383887599e+04 5.138752353418575512e+04 1.000000000000000000e+00
1.749060927658576250e+09 1.001170004735109433e+04 1.005164749319713883e+04 5.216253128757751983e+04 2.000000000000000000e+00
1.749060927714785576e+09 9.913587733799575290e+03 9.956654339167438593e+03 5.218373691281214997e+04 0.000000000000000000e+00
1.749060927714785576e+09 1.092252545482225287e+04 1.033054474529152503e+04 5.144723583639655408e+04 1.000000000000000000e+00
1.749060927714785576e+09 9.989865228038859641e+03 1.005219407063260587e+04 5.216551953425503598e+04 2.000000000000000000e+00
1.749060927770995140e+09 9.915556008945084614e+03 9.957861687917153176e+03 5.218414989542061085e+04 0.000000000000000000e+00
1.749060927770995140e+09 1.084011892904779597e+04 1.034428064635229384e+04 5.144428864936092577e+04 1.000000000000000000e+00
1.749060927770995140e+09 9.976032703522012525e+03 1.004937054765604989e+04 5.216855695439193369e+04 2.000000000000000000e+00
1.749060927827204704e+09 9.916300008254071145e+03 9.954477618306034856e+03 5.218378444632793980e+04 0.000000000000000000e+00
1.749060927827204704e+09 1.073348228606307021e+04 1.037244241517851697e+04 5.145199600941284734e+04 1.000000000000000000e+00
1.749060927827204704e+09 9.977344704987277510e+03 1.006588912520923077e+04 5.216749293559292710e+04 2.000000000000000000e+00
1.749060927883414268e+09 9.910302088074833591e+03 9.958408248339163038e+03 5.218428980826344196e+04 0.000000000000000000e+00
1.749060927883414268e+09 1.073725507020839905e+04 1.032627817474630319e+04 5.142016147790831019e+04 1.000000000000000000e+00
1.749060927883414268e+09 9.981721102710336709e+03 1.003256870934676954e+04 5.216636224354465230e+04 2.000000000000000000e+00
1.749060927939623594e+09 9.912743088686636838e+03 9.956262588063351359e+03 5.218257395122324670e+04 0.000000000000000000e+00
1.749060927939623594e+09 1.058545493989207898e+04 1.057143620992053729e+04 5.145804013086593477e+04 1.000000000000000000e+00
1.749060927939623594e+09 9.984686962006822796e+03 1.005569949619853833e+04 5.216496418996937427e+04 2.000000000000000000e+00
1.749060927995833158e+09 9.917265271094534910e+03 9.954861186233849367e+03 5.218355613083559729e+04 0.000000000000000000e+00
1.749060927995833158e+09 1.052165386300679529e+04 1.037668578998607518e+04 5.146355070530615194e+04 1.000000000000000000e+00
1.749060927995833158e+09 1.000313713707268835e+04 1.004374347757231590e+04 5.216247678879463638e+04 2.000000000000000000e+00
1.749060928052042723e+09 9.912527323118581990e+03 9.954277495363512571e+03 5.218317916945628531e+04 0.000000000000000000e+00
1.749060928052042723e+09 1.049184337932250310e+04 1.035525617471441365e+04 5.150507921612180508e+04 1.000000000000000000e+00
1.749060928052042723e+09 9.984542988007366148e+03 1.003456090357871471e+04 5.216679849808518338e+04 2.000000000000000000e+00
1.749060928108252287e+09 9.914082548300639246e+03 9.954096209223165715e+03 5.218307009998115245e+04 0.000000000000000000e+00
1.749060928108252287e+09 1.036215749522692204e+04 1.034899869606219909e+04 5.151128243570238556e+04 1.000000000000000000e+00
1.749060928108252287e+09 9.989442081804361806e+03 1.004225629414764990e+04 5.216501486519414175e+04 2.000000000000000000e+00
1.749060928164461851e+09 9.916712185612452231e+03 9.958559500840330657e+03 5.218448419361529523e+04 0.000000000000000000e+00
1.749060928164461851e+09 1.054067789346382961e+04 1.040974539054765955e+04 5.145872895279915247e+04 1.000000000000000000e+00
1.749060928164461851e+09 9.977178849001640629e+03 1.000993186098407205e+04 5.216821131388741924e+04 2.000000000000000000e+00
1.749060928220671177e+09 9.912520041598150783e+03 9.955006086570865591e+03 5.218342451025555056e+04 0.000000000000000000e+00
1.749060928220671177e+09 1.040887642038091508e+04 1.039994205288723424e+04 5.148445417254420317e+04 1.000000000000000000e+00
1.749060928220671177e+09 9.992529724214255111e+03 1.002432150485517195e+04 5.216672240082451754e+04 2.000000000000000000e+00
1.749060928276880741e+09 9.911833760726862238e+03 9.954400716946771354e+03 5.218539325231202383e+04 0.000000000000000000e+00
1.749060928276880741e+09 1.038479333493592094e+04 1.037791049121799188e+04 5.148821671101239190e+04 1.000000000000000000e+00
1.749060928276880741e+09 1.000343594998594563e+04 1.004569695388946275e+04 5.216288696999253443e+04 2.000000000000000000e+00
1.749060928333143711e+09 9.912300305062643019e+03 9.954098130785425383e+03 5.218218430311699194e+04 0.000000000000000000e+00
1.749060928333143711e+09 1.043609976541126343e+04 1.038749697733757239e+04 5.141627108617472550e+04 1.000000000000000000e+00
1.749060928333143711e+09 1.000837613189793410e+04 1.004092325358042217e+04 5.216243420949755819e+04 2.000000000000000000e+00
1.749060928389353275e+09 9.912338339291438388e+03 9.951173728490835856e+03 5.218184726684357156e+04 0.000000000000000000e+00
1.749060928389353275e+09 1.055485403806017166e+04 1.037805643994095772e+04 5.158981845867601078e+04 1.000000000000000000e+00
1.749060928389353275e+09 1.000143027596068168e+04 1.004317788081526305e+04 5.216361719113254367e+04 2.000000000000000000e+00
1.749060928445562840e+09 9.913766129675321281e+03 9.949910875667468645e+03 5.218256597917778709e+04 0.000000000000000000e+00
